urls	urls_status	file
https://www.messiah.edu/download/downloads/id/921/Microaggressions_in_the_Classroom.pdf	failed	/github/workspace/docs/coursera/02-chapter_of_course.md
https://www.messiah.edu/download/downloads/id/921/Microaggressions_in_the_Classroom.pdf	failed	/github/workspace/docs/coursera/02-chapter_of_course.md
https://www.bgsu.edu/content/dam/BGSU/center-for-faculty-excellence/docs/TLGuides/TLGuide-Learning-Objectives.pdf	failed	/github/workspace/docs/no_toc/02-chapter_of_course.md
